Skeleton 016:LFTC X,Skeleton 016:LFTC Y,Skeleton 016:LFTC Z
-771.051941,890.491882,-1064.698364
-770.134094,887.447693,-1062.215454
-769.362122,884.528564,-1059.859619
-768.181824,881.416504,-1057.417725
-767.333923,878.330811,-1055.110474
-766.430847,875.023438,-1052.949463
-765.448853,871.515564,-1050.279419
-764.560242,867.830017,-1047.956787
-763.776184,864.388672,-1045.404053
-762.621399,860.767578,-1042.859741
-761.430664,856.853455,-1040.441895
-760.662598,853.029053,-1037.886353
-759.727356,848.596252,-1035.528687
-759.363159,844.814758,-1032.842773
-758.536804,840.910278,-1030.748413
-757.644287,837.071167,-1028.313965
-756.655334,833.32312,-1025.796875
-755.391235,829.614014,-1023.445251
-754.524841,825.967529,-1020.983826
-753.544189,822.117676,-1018.58844
-752.685608,818.387146,-1015.99884
-751.616211,814.626953,-1013.754517
-750.800232,811.192322,-1011.127136
-749.729919,807.261475,-1008.379333
-748.621338,803.042236,-1005.592712
-747.567383,797.629333,-1002.661133
-747.533691,791.432739,-999.356628
-746.684875,788.420532,-996.778992
-746.094543,784.295715,-993.614807
-745.016724,780.870605,-990.826355
-744.075989,777.204224,-987.989624
-743.028381,774.090515,-985.025269
-742.153259,770.405762,-981.310181
-741.376282,766.881165,-978.159851
-740.510925,763.576538,-975.025024
-739.628662,760.612915,-971.951599
-738.867432,757.35907,-968.551208
-737.906677,754.02832,-965.0625
-737.212524,751.092834,-961.930054
-736.285034,747.631226,-958.798584
-735.396484,744.596741,-955.670776
-734.680359,740.960449,-951.994812
-734.002502,737.732727,-949.162659
-733.303406,734.129822,-945.92688
-732.589111,731.050537,-943.034668
-731.860291,727.937561,-939.796814
-731.07135,724.55072,-936.322205
-730.352051,720.833435,-933.176392
-729.626587,717.379395,-929.892273
-729.056152,713.856262,-926.622437
-728.270447,710.562988,-923.465149
-727.437439,707.128235,-920.073975
-726.507812,704.011963,-917.006226
-725.732361,700.417725,-913.563538
-725.052429,696.61853,-910.394958
-724.264343,692.728516,-907.240295
-723.3479,689.60321,-903.996094
-722.700867,685.750488,-900.489441
-721.654175,682.181396,-897.16626
-720.9480285,678.4101865,-893.7671815
-720.241882,674.638977,-890.368103
-719.525391,671.246887,-886.712097
-718.801697,667.030334,-882.952454
-717.964783,662.988892,-879.354248
-717.187134,658.822205,-875.697083
-716.224976,654.809509,-871.693359
-715.713806,651.088928,-868.175354
-715.044983,646.920654,-864.296692
-714.049133,643.793762,-860.77594
-713.259766,639.973206,-857.355835
-712.195068,636.583008,-853.69812
-711.319946,633.292236,-850.144104
-710.475464,629.703735,-846.633118
-709.275452,626.888794,-843.151733
-708.362671,623.628113,-839.67218
-707.595703,621.280029,-836.512695
-707.060852,618.230103,-833.194458
-706.217163,615.715942,-830.021851
-705.545349,613.763306,-827.262146
-704.933167,611.518921,-824.25177
-704.346802,609.842468,-821.63446
-703.902771,607.806213,-818.903809
-703.590332,606.681519,-816.716919
-703.437927,604.400513,-814.320068
-702.958191,604.145874,-812.182434
-702.834167,602.864807,-810.596191
-702.539673,602.577942,-808.044556
-702.532898,601.562622,-806.229858
-702.437073,600.943787,-804.134766
-702.334229,600.260437,-802.343445
-701.950012,599.928833,-801.189819
-702.129883,598.812195,-799.103699
-702.253235,598.66333,-797.560852
-702.041809,598.369751,-796.220947
-702.022217,597.291443,-794.845459
-701.917542,596.455994,-793.342712
-702.083984,595.257935,-792.010071
-701.532104,594.207825,-791.095093
-701.463989,593.862915,-789.049805
-702.161011,592.465393,-788.109497
-702.385742,591.993103,-787.309143
-702.105652,591.249146,-786.06189
-702.02002,590.075317,-784.730164
-701.942871,589.350037,-783.926941
-701.506714,588.016907,-783.206116
-701.568237,587.403198,-782.812073
-701.536255,586.705017,-782.174316
-701.425232,586.296997,-781.401306
-701.390625,585.261108,-780.767883
-701.37616,585.129944,-780.413269
-701.17865,584.40802,-780.036499
-701.121643,584.143433,-779.795288
-700.991394,583.691711,-779.589111
-700.888428,583.582886,-779.43573
-700.800781,583.29425,-779.214233
-700.806702,583.225098,-779.072327
-700.802612,582.958191,-778.787903
-700.752869,582.973938,-778.602844
-700.611267,582.835876,-778.453491
-700.413452,582.866455,-778.269165
-700.269775,582.784485,-778.028076
-700.175781,582.737427,-777.678223
-700.013611,582.558289,-777.513733
-699.675781,582.426208,-777.11908
-699.5376585,581.772705,-777.1678165000001
-699.399536,581.119202,-777.216553
-699.187622,581.288574,-776.924927
-699.123535,581.085754,-776.806763
-698.954712,581.147522,-776.538269
-698.803162,580.97821,-776.392883
-698.57019,580.764771,-776.136414
-698.335693,580.457153,-775.963196
-698.103149,580.241394,-775.745789
-697.948853,580.282837,-775.632446
-697.878601,580.32135,-775.424438
-697.740967,580.472595,-775.274841
-697.637573,580.563843,-775.200195
-697.533142,580.48761,-775.114197
-697.468079,580.369873,-775.030518
-697.428101,580.21228,-774.935608
-697.3349,580.216736,-774.903198
-697.245178,580.226868,-774.692444
-697.157837,580.322571,-774.623474
-697.130554,580.292114,-774.467651
-697.044678,580.228516,-774.297363
-696.986816,580.157227,-774.327454
-696.958374,580.116882,-774.206055
-696.897339,580.194031,-774.243469
-696.847168,580.326233,-774.111938
-696.809082,580.40448,-774.115906
-696.770569,580.440674,-774.005859
-696.707825,580.309692,-773.980469
-696.666626,580.244385,-773.999207
-696.666321,580.19043,-774.031738
-696.635315,580.263855,-774.054993
-696.595154,580.415344,-774.05426
-696.513123,580.493408,-774.059998
-696.491211,580.627136,-774.054443
-696.483521,580.495056,-774.065491
-696.468445,580.429932,-774.102478
-696.465515,580.399048,-774.188477
-696.440308,580.401733,-774.261719
-696.378784,580.46582,-774.375488
-696.37616,580.550415,-774.468628
-696.349487,580.525146,-774.516113
-696.421814,580.321045,-774.648743
-696.367676,580.419495,-774.713013
-696.376892,580.398621,-774.979736
-696.357666,580.5625,-775.091492
-696.334351,580.756592,-775.310974
-696.320862,580.979614,-775.444519
-696.346802,581.0319824999999,-775.619232
-696.372742,581.084351,-775.793945
-696.379761,581.080078,-775.928345
-696.381653,581.134644,-776.106689
-696.35791,581.309692,-776.306763
-696.396301,581.561035,-776.524353
-696.355957,581.858093,-776.6474
-696.445435,581.923035,-777.130737
-696.374573,581.969147,-777.371643
-696.303711,582.015259,-777.612549
-696.306763,582.00116,-777.938721
-696.341919,582.134033,-778.124329
-696.321106,582.265808,-778.318359
-696.343628,582.42749,-778.452393
-696.321899,582.540283,-778.590393
-696.315002,582.641846,-778.85907
-696.275879,582.695679,-779.08728
-696.314453,582.830383,-779.36377
-696.261292,583.210938,-779.51947
-696.217224,583.462097,-779.923767
-696.190063,583.683533,-780.210327
-696.206299,583.662659,-780.597656
-695.917969,583.94165,-780.433899
-695.958252,584.626221,-781.358582
-695.859497,585.034363,-781.584473
-695.912048,585.306946,-781.923828
-695.794006,585.531372,-782.089417
-695.781189,586.272156,-782.806763
-695.796204,586.512451,-783.059448
-695.839722,586.74707,-783.459167
-695.825073,586.96936,-783.799011
-695.860291,587.216064,-784.282898
-695.917236,587.441406,-784.672546
-696.006104,587.743286,-785.135315
-696.379944,588.157104,-785.551147
-696.484131,588.350525,-785.915894
-696.556458,588.537598,-786.322998
-696.622803,588.862915,-786.823425
-696.733093,589.278198,-787.514648
-696.828796,590.16571,-788.382996
-696.917297,590.585815,-789.039917
-697.106567,590.882751,-789.160034
-697.28125,591.087891,-789.802307
-697.511475,590.869385,-790.744202
-697.885681,590.188049,-792.03418
-698.389771,591.825195,-791.186584
-698.446106,591.97052,-792.659058
-698.473816,592.961121,-793.744995
-698.586731,593.426636,-794.553101
-698.837341,593.784302,-795.251587
-699.129639,594.121033,-795.879639
-699.444641,594.600037,-796.612244
-699.729126,595.0810245,-797.6255189999999
-700.013611,595.562012,-798.638794
-700.213074,596.43335,-799.813171
-700.495605,596.944946,-800.801392
-700.867004,597.524597,-801.893738
-701.340149,598.08905,-802.922729
-701.722351,598.639771,-804.009644
-701.919861,599.629028,-806.055908
-702.23407,600.288513,-807.30188
-702.862488,601.109131,-808.658081
-703.409241,601.878601,-810.435303
-703.785645,603.070129,-812.212524
-704.36322,603.963745,-814.309204
-704.892395,605.400757,-816.263245
-705.30304,606.831604,-818.830811
-705.887939,608.550537,-821.013306
-706.410522,610.309814,-823.547913
-707.254395,611.989502,-826.398682
-707.872864,613.912659,-829.284973
-708.815125,615.872131,-832.613586
-709.749268,618.080017,-836.130859
-710.52124,620.492554,-839.87915
-711.54718,623.287292,-843.922852
-712.562561,625.30542,-847.863892
-713.266785,627.938232,-851.917114
-714.363159,630.636719,-856.368835
-715.603027,632.627136,-860.543945
-716.439575,635.58551,-864.245789
-717.2433775,638.6561280000001,-868.238129
-718.04718,641.726746,-872.230469
-719.284851,644.692871,-876.742859
-720.156799,646.962341,-880.204956
-721.052185,650.511475,-884.619446
-721.987183,653.383667,-888.38562
-722.685303,656.8703,-892.06665
-723.383118,660.240784,-895.558777
-723.746826,663.644409,-898.813721
-724.48291,667.364441,-903.047363
-725.313354,670.141724,-905.98114
-726.730957,673.991333,-911.06897
-727.652893,676.339294,-913.531372
-728.384766,680.520569,-918.626831
-729.597717,683.341248,-922.735291
-730.630188,686.854309,-926.917114
-731.768921,689.838318,-930.333435
-732.640381,693.395874,-933.291565
-733.49231,697.207764,-936.208069
-734.506104,700.944031,-939.502686
-735.405396,704.941528,-943.125061
-736.113647,708.783997,-946.683594
-736.819214,712.554688,-949.21283
-737.119202,716.755188,-951.472839
-737.593506,721.161865,-953.951904
-738.641052,725.529785,-957.573975
-739.737366,729.654175,-960.735535
-740.377441,733.978149,-964.002319
-741.131042,738.351624,-967.136353
-741.513306,742.71759,-969.47406
-742.713135,747.626404,-972.962708
-742.947021,751.876221,-974.355469
-744.235107,756.947388,-978.028442
-744.47937,761.022583,-979.986816
-746.565613,766.293213,-985.136719
-746.266785,769.661316,-987.171326
-748.186401,775.440857,-993.010742
-748.379272,778.304138,-994.550293
-749.865723,784.417053,-999.455322
-749.782104,787.541992,-1000.469788
-750.357971,792.758331,-1005.1062625
-750.933838,797.97467,-1009.742737
-752.195984,801.428345,-1012.570496
-753.096375,806.031921,-1015.297424
-753.935669,810.414429,-1017.845276
-754.835754,814.86377,-1020.713318
-755.741089,819.254089,-1023.620483
-756.634216,823.739502,-1026.329346
-757.615234,827.960999,-1029.253418
-758.593811,832.571533,-1032.265503
-759.526184,837.083313,-1035.172119
-760.4303895,841.5859069999999,-1038.1195069999999
-761.334595,846.088501,-1041.066895
-762.605042,849.673462,-1044.041504
-763.698975,853.877808,-1047.007202
-764.890625,857.562927,-1049.958008
-765.931519,861.734192,-1052.899536
-766.962097,865.417114,-1055.824463
-767.920349,869.597839,-1058.74231
-769.20929,873.0755,-1061.056641
-770.428711,876.576416,-1063.823853
-771.651367,880.202148,-1066.781982
-772.772827,883.772095,-1069.90564
-773.711243,886.913513,-1073.127686
-774.807434,890.502991,-1076.627075
-776.16333,893.394287,-1079.847778
-777.304688,896.337463,-1082.890747
-778.343506,899.446289,-1085.924194
-779.414795,902.828125,-1088.598022
-780.029968,906.437622,-1090.499512
-782.047241,907.956482,-1096.352173
-783.225769,910.84021,-1101.596924
-784.60791,913.924255,-1105.257935
-785.669678,916.413757,-1108.1604
-786.872681,919.223877,-1110.868042
-787.319458,921.822876,-1112.354858
-787.664185,925.077209,-1114.424683
-788.106079,927.918579,-1116.908447
-789.328674,930.246826,-1120.770874
-790.637939,932.687012,-1125.176147
-792.202637,934.689758,-1129.612305
-794.197449,937.237549,-1134.718384
-796.261292,940.403564,-1141.284302
-797.286194,942.442688,-1145.261841
-797.975647,943.987549,-1148.667725
-798.942139,945.359558,-1151.940552
-800.115173,946.810303,-1155.236328
-801.360596,948.125,-1158.701782
-802.466675,949.146667,-1162.071411
-803.486145,949.950867,-1165.473389
-804.378906,950.663635,-1168.581055
-805.403198,951.487915,-1171.661499
-806.365356,952.221069,-1174.887085
-807.372498,952.811218,-1178.157837
-808.233032,953.348022,-1181.290527
-809.106995,953.971741,-1184.334473
-809.981201,954.439575,-1187.635864
-811.031372,955.059265,-1190.626465
-811.854736,955.317444,-1193.671265
-812.449768,955.566162,-1196.39502
-813.072876,955.728027,-1199.369141
-813.917419,956.110229,-1202.412354
-814.636902,956.523071,-1205.36377
-815.425781,956.830872,-1208.100342
-816.350586,957.052002,-1210.663086
-816.904358,957.053162,-1212.998169
-817.571045,956.953735,-1215.249023
-818.195374,956.962158,-1217.350708
-818.856873,956.814392,-1219.596924
-819.472717,956.683716,-1221.353516
-820.052917,956.62146,-1223.11145
-820.518188,956.616272,-1224.876221
-820.904846,956.432007,-1226.500488
-821.28656,956.384277,-1228.019653
-821.649475,956.172974,-1229.536499
-821.960266,955.87085,-1230.797241
-822.236084,955.554626,-1232.218262
-822.544067,955.502014,-1233.572998
-822.825684,955.5,-1234.995483
-823.30304,955.381531,-1236.368652
-823.525024,955.080627,-1237.610962
-823.539001,954.776428,-1238.858154
-823.781982,954.550049,-1240.029785
-824.023865,954.369873,-1241.50354
-824.374023,954.349243,-1242.687866
-824.672729,954.39093,-1243.80249
-824.861328,954.377563,-1244.97998
-824.899902,954.352051,-1246.072144
-824.975708,954.185547,-1247.141479
-825.114624,953.96106,-1248.179565
-825.254272,953.779236,-1249.067017
-825.429749,953.755371,-1249.859009
-825.468445,953.739197,-1250.686768
-825.407532,953.752319,-1251.39856
-825.344604,953.845276,-1252.094116
-825.329224,953.927673,-1252.850708
-825.257874,953.77887,-1253.53833
-825.208496,953.635437,-1254.251953
-825.168884,953.565918,-1254.658813
-825.133362,953.44751,-1254.99646
-824.996216,953.303772,-1255.299927
-824.852356,953.241394,-1255.709106
-824.666321,953.206909,-1256.137085
-824.550659,953.149353,-1256.524292
-824.451782,953.138855,-1256.829102
-824.314453,953.22876,-1257.116699
-824.158936,953.343811,-1257.429688
-824.016724,953.495911,-1257.723877
-823.796082,953.591797,-1257.987793
-823.659485,953.584839,-1258.23291
-823.518311,953.509277,-1258.452026
-823.34729,953.439941,-1258.635742
-823.069275,953.356384,-1258.732544
-822.822266,953.394958,-1258.833618
-822.581116,953.45166,-1258.913086
-822.326355,953.483032,-1258.962402
-822.107239,953.456665,-1258.968994
-821.936768,953.364136,-1258.899658
-821.760498,953.338135,-1258.789917
-821.546387,953.444824,-1258.703735
-821.281189,953.55011,-1258.623901
-820.951172,953.633728,-1258.55188
-820.664185,953.723877,-1258.520874
-820.472717,953.709717,-1258.419678
-820.267578,953.669617,-1258.263062
-820.040283,953.636475,-1258.014038
-819.770142,953.632996,-1257.69873
-819.374023,953.715454,-1257.2948
-818.989807,953.793335,-1256.977295
-818.604004,953.839111,-1256.638306
-818.31189,953.782837,-1256.320679
-818.053772,953.564819,-1255.920654
-817.817017,953.508301,-1255.564941
-817.545349,953.536194,-1255.174683
-817.232666,953.556641,-1254.761353
-817.01416,953.607971,-1254.430298
-816.822021,953.589111,-1254.068604
-816.624634,953.480713,-1253.588745
-816.384705,953.268738,-1252.966309
-816.150513,953.247864,-1252.24231
-815.794739,953.266846,-1251.516113
-815.392883,953.309021,-1250.717407
-814.930054,953.327148,-1249.889893
-814.493042,953.441833,-1249.110352
-814.233643,953.412354,-1248.229858
-813.886169,953.179077,-1247.274658
-813.474609,953.131409,-1246.26123
-812.994873,953.253418,-1245.175293
-812.509827,953.4021,-1243.957886
-812.065552,953.510681,-1242.878784
-811.537476,953.448792,-1241.758667
-810.987,953.326904,-1240.375
-810.663696,953.222412,-1239.202148
-810.12616,953.321045,-1237.729004
-809.353455,953.227051,-1236.108276
-808.868774,953.331787,-1234.786621
-808.46228,953.442139,-1233.347656
-807.854919,953.405884,-1231.966431
-807.317871,953.385559,-1230.240234
-806.712463,953.223816,-1228.546509
-806.239563,953.239807,-1226.92395
-805.641052,953.156494,-1225.08252
-804.997742,953.339844,-1223.405762
-804.268616,953.230164,-1221.635498
-803.591003,953.194214,-1219.759644
-803.189453,952.969116,-1217.825806
-802.696289,953.00177,-1215.978882
-801.785278,952.738464,-1213.930664
-801.115967,953.074402,-1211.855835
-800.541443,953.134583,-1209.927979
-799.785645,952.967224,-1207.69751
-798.9646,952.967957,-1205.638672
-798.311462,952.658752,-1203.2771
-797.855835,952.332153,-1201.097656
-796.833862,952.204773,-1198.70752
-796.110779,952.223022,-1196.303589
-795.428589,951.969666,-1193.988403
-794.472961,951.734314,-1191.483887
-793.777527,951.357666,-1188.924194
-793.159058,950.646179,-1186.335938
-792.245789,950.457825,-1183.855469
-791.441956,950.196899,-1181.198853
-790.526062,949.999939,-1178.632446
-789.493225,949.716187,-1175.990479
-788.609192,949.271729,-1173.229004
-788.016357,948.75354,-1170.604736
-786.944763,947.511292,-1167.617432
-786.141296,947.190613,-1164.837524
-785.266907,946.531433,-1161.901123
-784.196777,945.815918,-1158.890625
-783.362122,945.885315,-1156.160767
-782.413818,944.748047,-1153.050415
-781.429199,944.320007,-1150.200562
-780.812683,943.421265,-1147.084839
-779.829163,942.576233,-1144.135864
-778.907959,941.588074,-1141.056152
-777.829041,940.622681,-1137.999023
-776.785522,939.821838,-1134.974854
-775.796997,938.541382,-1131.960815
-774.625244,937.087891,-1128.529297
-773.483765,935.890564,-1125.537109
-772.228271,934.138123,-1122.166138
-771.313782,933.407043,-1119.040039
-770.140198,931.46875,-1115.678955
-769.231995,930.316956,-1112.639648
-768.174438,928.385071,-1109.387573
-767.126099,926.648254,-1106.346436
-766.170837,924.669067,-1103.094727
-765.178528,922.715942,-1100.012329
-764.253906,920.603882,-1096.877808
-763.235718,918.511353,-1093.831543
-761.9104,916.133057,-1090.836792
-761.148132,913.650635,-1087.597046
-759.735474,911.044861,-1084.660645
-759.350647,908.147339,-1081.092041
-758.054626,905.595703,-1078.38147
-757.30896,902.984863,-1075.18042
-756.214966,900.207642,-1072.198364
-755.228333,897.546875,-1069.435547
-754.382202,894.568176,-1066.488525
-753.533203,891.502625,-1063.558105
-752.647705,888.39856,-1061.022827
-751.869202,885.217407,-1058.218262
-750.785095,882.105591,-1055.566528
-750.025757,879.194946,-1053.059082
-749.150574,875.940369,-1050.737305
-748.252869,872.480103,-1048.052002
-747.495422,869.051636,-1045.74292
-746.836487,865.654663,-1043.197754
-745.820312,862.150635,-1040.80542
-745.255066,858.591553,-1038.149658
-744.233032,854.681274,-1035.741333
-743.391479,850.699402,-1032.86084
-742.65741,846.322815,-1030.380859
-742.428711,842.401184,-1027.979736
-741.827209,838.43866,-1025.369263
-741.358276,834.671021,-1022.796997
-740.72522,830.944275,-1020.50531
-740.012817,827.31073,-1017.688843
-739.044922,823.251831,-1014.974976
-738.255005,819.253845,-1012.260559
-737.573547,815.40155,-1009.954956
-737.264343,811.85498,-1006.933716
-736.708374,807.977966,-1003.969177
-735.801514,803.756409,-1001.201843
-734.829468,799.422852,-998.264954
-733.646362,794.064087,-994.831604
-733.028442,789.649841,-991.61261
-732.70929,785.781799,-988.578918
-732.388977,781.781738,-985.578796
-732.437195,778.004944,-982.397034
-731.933105,774.097229,-979.405457
-731.585205,770.581787,-976.249756
-731.196838,766.480896,-973.34375
-730.186035,763.406921,-970.665588
-729.390808,759.917847,-967.277039
-729.388184,756.448669,-964.192383
-730.354126,751.700195,-961.707642
-730.012451,747.816711,-958.890503
-729.156921,744.242188,-955.854492
-728.453125,740.679871,-952.618103
-728.200562,736.969849,-949.263428
-727.772034,733.337097,-946.310181
-726.968811,729.553345,-943.005249
-726.458679,725.661072,-939.949463
-725.665344,722.009186,-936.6291200000001
-724.872009,718.3573,-933.308777
-723.969788,715.14856,-930.024902
-723.675781,710.914246,-926.590881
-722.867859,707.36676,-923.083801
-722.159668,703.02655,-919.669006
-721.281311,699.015625,-916.361633
-720.932861,694.635864,-912.701172
-719.845764,691.200928,-909.44989
-719.447388,686.751221,-906.077759
-718.501099,682.433838,-902.338135
-718.211792,678.215393,-898.653992
-717.4799195,673.804352,-895.0467835
-716.748047,669.393311,-891.439575
-715.485718,665.729492,-887.483643
-715.169312,661.222168,-883.436584
-714.1688845,657.5261535,-879.7529294999999
-713.168457,653.830139,-876.069275
-712.76062,649.617432,-872.402527
-711.6875,646.546021,-868.963867
-710.678833,643.211182,-865.849915
-709.45575,640.123169,-862.849487
-708.240356,636.719055,-859.560181
-707.328552,633.679504,-856.308289
-706.340027,630.903931,-853.39563
-705.5625,627.970825,-850.296082
-704.514832,625.426025,-847.390747
-703.663574,623.193115,-844.639343
-703.152649,620.774292,-841.421204
-701.913635,619.213318,-838.804138
-701.430481,617.008728,-836.426819
-700.381653,615.698486,-833.698975
-700.201538,614.117249,-831.609253
-699.713379,613.228638,-829.315796
-699.35144,611.71698,-827.3255
-697.961182,611.677979,-825.085693
-697.628479,610.51709,-823.394653
-697.044312,609.90271,-821.314148
-696.453674,608.950684,-819.628845
-695.904236,608.661621,-817.629272
-694.902649,608.199829,-815.546997
-694.43689,608.281372,-813.671814
-694.766235,606.393555,-811.895691
-694.350708,606.116882,-809.821899
-694.295044,605.046997,-808.454224
-695.322754,603.98822,-808.009521
-695.162048,602.767578,-806.0401
-694.709167,602.003357,-803.994324
-694.548767,601.339905,-801.984253
-694.240967,600.726379,-800.150269
-693.965759,599.354309,-798.147888
-693.834473,598.757324,-797.195679
-693.901794,597.538147,-796.203735
-693.893677,596.652893,-795.292786
-693.794739,595.37738,-793.602234
-693.739746,594.773804,-792.94928
-693.838806,594.142212,-792.636475
-693.948608,593.424744,-792.259338
-694.143982,592.598572,-791.647583
-694.2868960000001,591.677185,-790.7388000000001
-694.42981,590.755798,-789.830017
-694.40271,590.4729,-788.815857
-694.574585,590.416199,-788.647522
-694.684814,590.035767,-788.877869
-694.646667,589.744812,-788.669678
-694.502502,589.14563,-787.923279
-694.805298,588.614319,-787.644653
-694.805054,588.35968,-786.87207
-694.775391,588.08783,-786.64502
-694.783508,587.866455,-786.490051
-694.670349,587.711853,-786.164185
-694.552307,587.517273,-786.073425
-694.59552,587.132568,-785.772949
-694.491516,586.998352,-785.305725
-694.384827,586.940125,-785.161377
-694.243347,586.741821,-785.102844
-694.147705,586.717041,-785.018433
-693.715759,586.499756,-784.735107
-693.825317,586.729065,-784.726318
-693.212646,586.423218,-784.806519
-693.045288,586.304993,-784.576843
-692.902649,586.061584,-784.403564
-692.709473,585.960205,-784.237427
-692.578735,585.907349,-784.101562
-692.472168,585.858276,-783.896729
-692.310242,585.815552,-783.624878
-692.248047,585.687744,-783.500488
-692.163757,585.548767,-783.353699
-692.270081,585.300964,-783.171753
-692.212769,585.279236,-783.157043
-692.190735,585.278381,-783.05011
-692.161072,585.339905,-782.920715
-692.169678,585.177612,-782.821716
-692.098022,585.081543,-782.652283
-692.052917,584.821533,-782.565186
-692.049683,584.754944,-782.57135
-692.095337,584.728088,-782.578552
-691.99884,585.024658,-782.679199
-692.067322,585.122437,-782.755859
-692.115234,585.239929,-782.766968
-692.138306,585.146606,-782.786743
-692.150879,585.130371,-782.822449
-692.169067,585.022522,-782.851318
-692.204285,585.143799,-782.934875
-692.266602,585.173157,-782.975403
-692.273804,585.25293,-782.985657
-692.30542,585.28064,-782.999451
-692.342102,585.188782,-782.979187
-692.395508,585.088745,-783.043762
-692.409485,585.137512,-783.111084
-692.474609,585.138733,-783.345581
-692.533752,585.278198,-783.426514
-692.648743,585.409973,-783.55011
-692.501648,585.47644,-783.671753
-692.738892,585.406738,-783.683289
-692.844788,585.253662,-783.657166
-692.900696,585.24585,-783.876526
-693.239075,585.41272,-783.550415
-693.369263,585.952881,-783.989502
-693.524292,585.923035,-784.329529
-693.619995,586.121826,-784.245728
-693.753052,586.069275,-784.51239
-693.902466,586.037537,-784.563232
-694.03656,585.963501,-784.778564
-694.174133,585.878296,-784.968628
-694.16687,585.862366,-785.382019
-694.239136,585.961914,-785.569275
-694.292358,586.096863,-785.602661
-694.322571,586.224487,-785.544983
-694.378479,586.365051,-785.625488
-694.471497,586.559143,-785.55426
-694.582397,586.680481,-785.650391
-694.618286,586.821228,-785.793213
-694.694702,586.83606,-786.27887
-694.875549,586.746582,-786.59729
-695.028687,586.846558,-786.852539
-695.207947,587.079285,-787.336365
-695.328613,587.308655,-787.7724
-695.421204,587.711121,-788.40741
-695.567993,588.065369,-789.195374
-695.755432,588.589844,-790.083557
-695.996033,588.883179,-790.746277
-696.267212,588.968811,-791.027405
-696.423401,589.053345,-791.070251
-696.56012,589.165833,-791.166016
-696.709656,589.38916,-791.626221
-696.946594,589.613953,-792.430237
-697.079346,589.837708,-793.118591
-697.307617,590.078979,-793.749634
-697.444214,590.347839,-794.299744
-697.603027,590.651428,-794.822449
-697.855957,590.989868,-795.592041
-698.279114,591.406982,-796.730835
-698.80719,591.601746,-798.342041
-699.018188,591.977661,-799.397644
-699.273438,592.123474,-800.429688
-698.950012,592.80603,-800.476013
-699.158508,593.173218,-801.496216
-699.329895,593.744812,-802.316833
-699.340759,594.330261,-803.566162
-699.796021,594.376892,-805.44989
-700.404663,594.986633,-805.645142
-700.897156,594.933472,-806.479797
-701.113464,595.639832,-807.319153
-701.462646,596.244568,-808.207825
-701.7510374999999,597.0753175,-809.300812
-702.039429,597.906067,-810.393799
-702.175659,598.164429,-811.490234
-702.407898,598.75061,-812.33252
-702.828003,599.417053,-813.381958
-703.365417,600.363159,-814.657593
-703.841248,601.189697,-815.868286
-704.277588,601.83728,-816.984192
-704.883118,602.466858,-818.388489
-705.44928,603.281006,-819.859985
-705.929443,604.740173,-821.220215
-706.787354,605.356018,-822.732971
-707.637756,606.352173,-824.479431
-708.079956,607.680115,-826.4251405
-708.522156,609.008057,-828.37085
-709.106506,610.470337,-830.191284
-709.89032,612.103943,-832.445068
-710.640503,613.645813,-834.485352
-711.279114,614.997498,-836.823792
-712.187256,616.930969,-839.431763
-712.916565,618.353699,-841.99762
-713.177734,620.005249,-844.985657
-713.704895,622.006836,-847.845886
-714.626709,623.887939,-850.650757
-715.517944,625.428223,-853.608643
-716.469971,627.289246,-856.793823
-716.858032,628.718384,-859.890747
-717.501221,630.753845,-863.029175
-718.283203,632.789001,-866.354858
-718.710449,634.300415,-869.420837
-718.963135,636.63678,-873.344971
-719.972839,638.757324,-877.093933
-720.852783,640.822876,-879.753357
-721.544067,643.072998,-883.280212
-722.284302,644.71814,-886.759155
-722.738647,647.059204,-890.166138
-723.513123,649.375427,-893.64801
-724.205383,651.86908,-896.488892
-724.840576,654.245483,-899.338013
-725.167603,657.441223,-902.942505
-725.851685,659.877014,-906.005188
-726.535767,662.312805,-909.067871
-726.982788,665.617859,-912.069275
-727.245544,668.023438,-915.414673
-727.888916,670.838989,-918.633789
-728.561401,673.8797,-921.276306
-729.032898,676.701965,-923.695435
-729.708801,679.805725,-926.576355
-730.366638,682.643738,-929.924377
-730.979614,685.531799,-932.863281
-731.667542,688.956055,-935.616333
-732.265076,692.184021,-938.044495
-732.733154,695.58252,-940.378723
-733.196106,698.902161,-943.408508
-734.117432,702.124878,-946.39386
-734.844421,705.070129,-949.07605
-735.329712,709.134155,-951.677429
-735.936768,712.699219,-953.867249
-735.993347,716.802856,-956.70636
-737.006409,719.861694,-959.699036
-737.584412,724.014709,-962.454468
-738.459595,727.470764,-964.858826
-738.776978,732.038513,-967.315979
-739.111023,736.092102,-970.131592
-739.63562,739.888306,-972.942261
-739.885437,744.610901,-975.191406
-740.403809,748.843567,-977.104309
-740.395691,753.739197,-979.258606
-740.598572,757.878052,-981.697021
-741.101746,761.86499,-984.434204
-741.593994,766.255798,-986.959106
-741.886292,770.51886,-989.03479
-742.003113,775.010254,-991.125732
-742.025635,779.293701,-993.192749
-742.400879,783.617554,-995.502258
-742.554138,787.356262,-996.806396
-742.950378,792.164124,-999.589478
-743.218018,795.694519,-1001.113403
-743.8581240000001,800.29718,-1004.339264
-744.49823,804.899841,-1007.565125
-744.562195,807.478638,-1007.423889
